"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Проверка удаления авто","24426","Проверка удаления авто","DiplomaTeam2 RegressionTest","Tue Aug 19 08:54:39 UTC 2025","broken","Tue Aug 19 08:55:04 UTC 2025","tests.ui.CarTest","UI Tests","tests.ui.CarTest","deleteCar"
"Проверка удаления пользователя код 204 и отсутствие в таблице","4074","checkStatusCode204","DiplomaTeam2 RegressionTest","Tue Aug 19 08:50:08 UTC 2025","broken","Tue Aug 19 08:50:12 UTC 2025","tests.ui.AllDeleteUserTest","UI Tests","tests.ui.AllDeleteUserTest","checkStatusCode204"
"Проверка, что пользователь может войти в систему, когда вводит валидные данные","3465","Проверка, что пользователь может войти в систему, когда вводит валидные данные","DiplomaTeam2 RegressionTest","Tue Aug 19 08:49:25 UTC 2025","passed","Tue Aug 19 08:49:28 UTC 2025","tests.ui.LoginTest","UI Tests","tests.ui.LoginTest","checkLogin"
"Проверка авто в БД","2179","Проверка создания авто","DiplomaTeam2 RegressionTest","Tue Aug 19 08:49:38 UTC 2025","passed","Tue Aug 19 08:49:40 UTC 2025","tests.jdbc.CarTest","JDBC Tests","tests.jdbc.CarTest","checkCreateCarInDateBase"
"Проверка сообщения, что дом создан","4079","Позитивный тест Проверка сообщения, что дом создан","DiplomaTeam2 RegressionTest","Tue Aug 19 08:52:58 UTC 2025","broken","Tue Aug 19 08:53:02 UTC 2025","tests.ui.HouseTest","UI Tests","tests.ui.HouseTest","createHouse"
"Проверка получения дома","877","Проверка получения дома","DiplomaTeam2 RegressionTest","Tue Aug 19 08:49:29 UTC 2025","passed","Tue Aug 19 08:49:30 UTC 2025","tests.api.HouseTest","API Tests","tests.api.HouseTest","readHouse"
"Создание пользователя API","865","createUser","DiplomaTeam2 RegressionTest","Tue Aug 19 08:49:23 UTC 2025","passed","Tue Aug 19 08:49:24 UTC 2025","tests.api.CreateUserTest","API Tests","tests.api.CreateUserTest","createUser"
"Проверка, что пользователь не может войти в систему с некорректным email","2889","Проверка, что пользователь не может войти в систему с некорректным email","DiplomaTeam2 RegressionTest","Tue Aug 19 08:49:21 UTC 2025","passed","Tue Aug 19 08:49:24 UTC 2025","tests.ui.LoginTest","UI Tests","tests.ui.LoginTest","checkEmailField"
"Проверка удаления дома","4071","Проверка удаления дома","DiplomaTeam2 RegressionTest","Tue Aug 19 08:55:17 UTC 2025","broken","Tue Aug 19 08:55:21 UTC 2025","tests.ui.HouseTest","UI Tests","tests.ui.HouseTest","deleteHouse"
"Проверка сообщения, что дом не создан","4071","Негативный тест. Проверка сообщения, что дом не создан","DiplomaTeam2 RegressionTest","Tue Aug 19 08:53:20 UTC 2025","broken","Tue Aug 19 08:53:25 UTC 2025","tests.ui.HouseTest","UI Tests","tests.ui.HouseTest","createHouseNotAllFieldCheck"
"Проверка, что созданный дом находится в таблице","4072","Проверка, что созданный дом находится в таблице","DiplomaTeam2 RegressionTest","Tue Aug 19 08:57:14 UTC 2025","broken","Tue Aug 19 08:57:18 UTC 2025","tests.ui.HouseTest","UI Tests","tests.ui.HouseTest","checkIdHouseInTable"
"Проверка создания дома","889","Проверка создания дома","DiplomaTeam2 RegressionTest","Tue Aug 19 08:49:26 UTC 2025","passed","Tue Aug 19 08:49:27 UTC 2025","tests.api.HouseTest","API Tests","tests.api.HouseTest","createHouse"
"Проверка получения токена для авторизации","494","Проверка получения токена для авторизации","DiplomaTeam2 RegressionTest","Tue Aug 19 08:49:21 UTC 2025","passed","Tue Aug 19 08:49:22 UTC 2025","tests.api.AuthorizationTest","API Tests","tests.api.AuthorizationTest","authorization"
