"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Проверка изменения авто авто","833","Проверка изменения авто","DiplomaTeam2 RegressionTest","Tue Aug 19 18:23:45 UTC 2025","passed","Tue Aug 19 18:23:46 UTC 2025","tests.api.CarTest","API Tests","tests.api.CarTest","updateCar"
"Проверка создания пользователя статус кода 201","2707","checkStatusCode201","DiplomaTeam2 RegressionTest","Tue Aug 19 18:24:36 UTC 2025","broken","Tue Aug 19 18:24:39 UTC 2025","tests.ui.CreateUserTest","UI Tests","tests.ui.CreateUserTest","checkStatusCode201"
"Проверка сообщения, что дом не создан","2715","Негативный тест. Проверка сообщения, что дом не создан","DiplomaTeam2 RegressionTest","Tue Aug 19 18:26:11 UTC 2025","broken","Tue Aug 19 18:26:13 UTC 2025","tests.ui.HouseTest","UI Tests","tests.ui.HouseTest","createHouseNotAllFieldCheck"
"Проверка, что пользователь не может войти в магазин, когда вводит невалидные данные","2247","Проверка, что пользователь не может войти в систему, когда вводит невалидные данные","DiplomaTeam2 RegressionTest","Tue Aug 19 18:23:43 UTC 2025","passed","Tue Aug 19 18:23:46 UTC 2025","tests.ui.LoginTest","UI Tests","tests.ui.LoginTest","checkLoginWithNegativeValue"
"Проверка сообщения, что авто не создан","2718","Негативный тест. Проверка сообщения, что авто не создан","DiplomaTeam2 RegressionTest","Tue Aug 19 18:25:58 UTC 2025","passed","Tue Aug 19 18:26:01 UTC 2025","tests.ui.CarTest","UI Tests","tests.ui.CarTest","createCarNotAllFieldCheck"
"Проверка, что пользователь может войти в систему, когда вводит валидные данные","2328","Проверка, что пользователь может войти в систему, когда вводит валидные данные","DiplomaTeam2 RegressionTest","Tue Aug 19 18:23:41 UTC 2025","passed","Tue Aug 19 18:23:43 UTC 2025","tests.ui.LoginTest","UI Tests","tests.ui.LoginTest","checkLogin"
"Проверка, что созданный авто находится в таблице","23713","Проверка, что созданный авто находится в таблице","DiplomaTeam2 RegressionTest","Tue Aug 19 18:28:52 UTC 2025","broken","Tue Aug 19 18:29:16 UTC 2025","tests.ui.CarTest","UI Tests","tests.ui.CarTest","checkIdCarInTable"
"Проверка изменения авто дома","615","Проверка изменения дома","DiplomaTeam2 RegressionTest","Tue Aug 19 18:23:47 UTC 2025","passed","Tue Aug 19 18:23:47 UTC 2025","tests.api.HouseTest","API Tests","tests.api.HouseTest","updateHouse"
"Проверка создания авто","626","Проверка создания авто","DiplomaTeam2 RegressionTest","Tue Aug 19 18:23:41 UTC 2025","passed","Tue Aug 19 18:23:42 UTC 2025","tests.api.CarTest","API Tests","tests.api.CarTest","createCar"
"Проверка, что пользователь может купить авто","2725","Проверка, что пользователь может купить авто","DiplomaTeam2 RegressionTest","Tue Aug 19 18:24:24 UTC 2025","broken","Tue Aug 19 18:24:26 UTC 2025","tests.ui.BuyCarTest","UI Tests","tests.ui.BuyCarTest","checkUserWithCar"
"Проверка получения пользователя","275","getUser","DiplomaTeam2 RegressionTest","Tue Aug 19 18:23:41 UTC 2025","passed","Tue Aug 19 18:23:41 UTC 2025","tests.api.GetUserTest","API Tests","tests.api.GetUserTest","getUser"
"Проверка создания дома","649","Проверка создания дома","DiplomaTeam2 RegressionTest","Tue Aug 19 18:23:42 UTC 2025","passed","Tue Aug 19 18:23:43 UTC 2025","tests.api.HouseTest","API Tests","tests.api.HouseTest","createHouse"
"Проверка, что авто у пользователя удален","23718","Позитивный тест Продажа авто","DiplomaTeam2 RegressionTest","Tue Aug 19 18:30:41 UTC 2025","broken","Tue Aug 19 18:31:05 UTC 2025","tests.ui.CarTest","UI Tests","tests.ui.CarTest","checkSellCarInReadUser"
"Проверка получения дома","621","Проверка получения дома","DiplomaTeam2 RegressionTest","Tue Aug 19 18:23:44 UTC 2025","passed","Tue Aug 19 18:23:45 UTC 2025","tests.api.HouseTest","API Tests","tests.api.HouseTest","readHouse"
"Проверка сообщения, что дом создан","3826","Позитивный тест Проверка сообщения, что дом создан","DiplomaTeam2 RegressionTest","Tue Aug 19 18:25:54 UTC 2025","broken","Tue Aug 19 18:25:58 UTC 2025","tests.ui.HouseTest","UI Tests","tests.ui.HouseTest","createHouse"
"Проверка удаления дома","2675","Проверка удаления дома","DiplomaTeam2 RegressionTest","Tue Aug 19 18:27:38 UTC 2025","broken","Tue Aug 19 18:27:41 UTC 2025","tests.ui.HouseTest","UI Tests","tests.ui.HouseTest","deleteHouse"
"Проверка сообщения, что авто создан","23756","Позитивный тест Проверка сообщения, что авто создан","DiplomaTeam2 RegressionTest","Tue Aug 19 18:25:21 UTC 2025","broken","Tue Aug 19 18:25:45 UTC 2025","tests.ui.CarTest","UI Tests","tests.ui.CarTest","createCar"
"Проверка, что созданный дом находится в таблице","2688","Проверка, что созданный дом находится в таблице","DiplomaTeam2 RegressionTest","Tue Aug 19 18:29:27 UTC 2025","broken","Tue Aug 19 18:29:29 UTC 2025","tests.ui.HouseTest","UI Tests","tests.ui.HouseTest","checkIdHouseInTable"
"Проверка добавления денег пользователю","627","addMoneyUser","DiplomaTeam2 RegressionTest","Tue Aug 19 18:23:39 UTC 2025","passed","Tue Aug 19 18:23:40 UTC 2025","tests.api.AddMoneyUserTest","API Tests","tests.api.AddMoneyUserTest","addMoneyUser"
"Проверка, что созданный пользователь находится в таблице","2702","checkIfUserIsInTable","DiplomaTeam2 RegressionTest","Tue Aug 19 18:24:48 UTC 2025","broken","Tue Aug 19 18:24:51 UTC 2025","tests.ui.ReadAllUsersTest","UI Tests","tests.ui.ReadAllUsersTest","checkIfUserIsInTable"
"Проверка создания дома","1474","Проверка создания дома","DiplomaTeam2 RegressionTest","Tue Aug 19 18:23:54 UTC 2025","passed","Tue Aug 19 18:23:55 UTC 2025","tests.jdbc.HouseTest","JDBC Tests","tests.jdbc.HouseTest","checkCreateHouseInDateBase"
"Проверка, что пользователь не может войти в систему с некорректным паролем","2272","Проверка, что пользователь не может войти в систему с некорректным паролем","DiplomaTeam2 RegressionTest","Tue Aug 19 18:23:46 UTC 2025","passed","Tue Aug 19 18:23:48 UTC 2025","tests.ui.LoginTest","UI Tests","tests.ui.LoginTest","checkPasswordField"
"Проверка получения авто","606","Проверка получения авто","DiplomaTeam2 RegressionTest","Tue Aug 19 18:23:43 UTC 2025","passed","Tue Aug 19 18:23:44 UTC 2025","tests.api.CarTest","API Tests","tests.api.CarTest","readCar"
