"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Проверка создания авто","722","Проверка создания авто","Surefire suite","Mon Aug 18 18:40:18 UTC 2025","passed","Mon Aug 18 18:40:19 UTC 2025","tests.api.CarTest","Surefire test","tests.api.CarTest","createCar"
"Создание пользователя API","710","createUser","Surefire suite","Mon Aug 18 18:40:17 UTC 2025","passed","Mon Aug 18 18:40:17 UTC 2025","tests.api.CreateUserTest","Surefire test","tests.api.CreateUserTest","createUser"
"Проверка сообщения, что авто не создан","3074","Негативный тест. Проверка сообщения, что авто не создан","Surefire suite","Mon Aug 18 18:41:13 UTC 2025","broken","Mon Aug 18 18:41:16 UTC 2025","tests.ui.CarTest","Surefire test","tests.ui.CarTest","createCarNotAllFieldCheck"
"Проверка создания дома","748","Проверка создания дома","Surefire suite","Mon Aug 18 18:40:14 UTC 2025","passed","Mon Aug 18 18:40:15 UTC 2025","tests.api.HouseTest","Surefire test","tests.api.HouseTest","createHouse"
"Проверка сообщения, что авто создан","3086","Позитивный тест Проверка сообщения, что авто создан","Surefire suite","Mon Aug 18 18:41:10 UTC 2025","broken","Mon Aug 18 18:41:13 UTC 2025","tests.ui.CarTest","Surefire test","tests.ui.CarTest","createCar"
"Проверка, что пользователь не может войти в систему с некорректным email","2007","Проверка, что пользователь не может войти в систему с некорректным email","Surefire suite","Mon Aug 18 18:40:34 UTC 2025","passed","Mon Aug 18 18:40:36 UTC 2025","tests.ui.LoginTest","Surefire test","tests.ui.LoginTest","checkEmailField"
"Проверка удаления пользователя код 204 и отсутствие в таблице","3083","checkStatusCode204","Surefire suite","Mon Aug 18 18:41:03 UTC 2025","broken","Mon Aug 18 18:41:06 UTC 2025","tests.ui.AllDeleteUserTest","Surefire test","tests.ui.AllDeleteUserTest","checkStatusCode204"
"Проверка создания дома","1993","Проверка создания дома","Surefire suite","Mon Aug 18 18:40:23 UTC 2025","passed","Mon Aug 18 18:40:25 UTC 2025","tests.jdbc.HouseTest","Surefire test","tests.jdbc.HouseTest","checkCreateHouseInDateBase"
"Проверка, что пользователь не может войти в магазин, когда вводит невалидные данные","2510","Проверка, что пользователь не может войти в систему, когда вводит невалидные данные","Surefire suite","Mon Aug 18 18:40:39 UTC 2025","passed","Mon Aug 18 18:40:42 UTC 2025","tests.ui.LoginTest","Surefire test","tests.ui.LoginTest","checkLoginWithNegativeValue"
"Проверка добавления денег пользователю","729","addMoneyUser","Surefire suite","Mon Aug 18 18:40:13 UTC 2025","passed","Mon Aug 18 18:40:14 UTC 2025","tests.api.AddMoneyUserTest","Surefire test","tests.api.AddMoneyUserTest","addMoneyUser"
"Проверка получения пользователя","313","getUser","Surefire suite","Mon Aug 18 18:40:16 UTC 2025","passed","Mon Aug 18 18:40:16 UTC 2025","tests.api.GetUserTest","Surefire test","tests.api.GetUserTest","getUser"
"Проверка, что созданный пользователь находится в таблице","3097","checkIfUserIsInTable","Surefire suite","Mon Aug 18 18:40:59 UTC 2025","broken","Mon Aug 18 18:41:02 UTC 2025","tests.ui.ReadAllUsersTest","Surefire test","tests.ui.ReadAllUsersTest","checkIfUserIsInTable"
"Проверка добавление денег пользователю","4082","checkAddNewMoneyByUser","Surefire suite","Mon Aug 18 18:40:29 UTC 2025","broken","Mon Aug 18 18:40:34 UTC 2025","tests.ui.AddMoneyUserTest","Surefire test","tests.ui.AddMoneyUserTest","checkAddNewMoneyByUser"
"Проверка, что пользователь не может войти в систему с некорректным паролем","2528","Проверка, что пользователь не может войти в систему с некорректным паролем","Surefire suite","Mon Aug 18 18:40:42 UTC 2025","passed","Mon Aug 18 18:40:45 UTC 2025","tests.ui.LoginTest","Surefire test","tests.ui.LoginTest","checkPasswordField"
"Проверка, что пользователь может купить авто","3087","Проверка, что пользователь может купить авто","Surefire suite","Mon Aug 18 18:41:24 UTC 2025","broken","Mon Aug 18 18:41:27 UTC 2025","tests.ui.BuyCarTest","Surefire test","tests.ui.BuyCarTest","checkUserWithCar"
"Проверка создания пользователя статус кода 201","3079","checkStatusCode201","Surefire suite","Mon Aug 18 18:41:06 UTC 2025","broken","Mon Aug 18 18:41:09 UTC 2025","tests.ui.CreateUserTest","Surefire test","tests.ui.CreateUserTest","checkStatusCode201"
"Проверка получения дома","729","Проверка получения дома","Surefire suite","Mon Aug 18 18:40:15 UTC 2025","passed","Mon Aug 18 18:40:16 UTC 2025","tests.api.HouseTest","Surefire test","tests.api.HouseTest","readHouse"
