"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Проверка удаления дома","646","Проверка удаления дома","DiplomaTeam2 RegressionTest","Tue Aug 19 17:51:00 UTC 2025","passed","Tue Aug 19 17:51:01 UTC 2025","tests.api.HouseTest","API Tests","tests.api.HouseTest","deleteHouse"
"Проверка создания пользователя статус кода 201","4340","checkStatusCode201","DiplomaTeam2 RegressionTest","Tue Aug 19 17:51:59 UTC 2025","broken","Tue Aug 19 17:52:04 UTC 2025","tests.ui.CreateUserTest","UI Tests","tests.ui.CreateUserTest","checkStatusCode201"
"Проверка изменения авто дома","635","Проверка изменения дома","DiplomaTeam2 RegressionTest","Tue Aug 19 17:50:58 UTC 2025","passed","Tue Aug 19 17:50:59 UTC 2025","tests.api.HouseTest","API Tests","tests.api.HouseTest","updateHouse"
"Проверка, что пользователь не может войти в магазин, когда вводит невалидные данные","2364","Проверка, что пользователь не может войти в систему, когда вводит невалидные данные","DiplomaTeam2 RegressionTest","Tue Aug 19 17:50:55 UTC 2025","passed","Tue Aug 19 17:50:58 UTC 2025","tests.ui.LoginTest","UI Tests","tests.ui.LoginTest","checkLoginWithNegativeValue"
"Проверка получения пользователя","307","getUser","DiplomaTeam2 RegressionTest","Tue Aug 19 17:50:52 UTC 2025","passed","Tue Aug 19 17:50:53 UTC 2025","tests.api.GetUserTest","API Tests","tests.api.GetUserTest","getUser"
"Проверка создания дома","1514","Проверка создания дома","DiplomaTeam2 RegressionTest","Tue Aug 19 17:51:05 UTC 2025","passed","Tue Aug 19 17:51:07 UTC 2025","tests.jdbc.HouseTest","JDBC Tests","tests.jdbc.HouseTest","checkCreateHouseInDateBase"
"Проверка, что авто у пользователя удален","23268","Позитивный тест Продажа авто","DiplomaTeam2 RegressionTest","Tue Aug 19 17:58:39 UTC 2025","broken","Tue Aug 19 17:59:03 UTC 2025","tests.ui.CarTest","UI Tests","tests.ui.CarTest","checkSellCarInReadUser"
"Проверка удаления пользователя код 204 и отсутствие в таблице","4329","checkStatusCode204","DiplomaTeam2 RegressionTest","Tue Aug 19 17:51:24 UTC 2025","broken","Tue Aug 19 17:51:28 UTC 2025","tests.ui.AllDeleteUserTest","UI Tests","tests.ui.AllDeleteUserTest","checkStatusCode204"
"Проверка, что созданный пользователь находится в таблице","2743","checkIfUserIsInTable","DiplomaTeam2 RegressionTest","Tue Aug 19 17:52:18 UTC 2025","broken","Tue Aug 19 17:52:21 UTC 2025","tests.ui.ReadAllUsersTest","UI Tests","tests.ui.ReadAllUsersTest","checkIfUserIsInTable"
"Проверка пользователя в БД","1719","Проверка записи в БД при создании пользователя","DiplomaTeam2 RegressionTest","Tue Aug 19 17:51:01 UTC 2025","passed","Tue Aug 19 17:51:03 UTC 2025","tests.jdbc.UserTest","JDBC Tests","tests.jdbc.UserTest","checkCreateUserInDateBase"
"Проверка сообщения, что дом не создан","2762","Негативный тест. Проверка сообщения, что дом не создан","DiplomaTeam2 RegressionTest","Tue Aug 19 17:54:32 UTC 2025","broken","Tue Aug 19 17:54:35 UTC 2025","tests.ui.HouseTest","UI Tests","tests.ui.HouseTest","createHouseNotAllFieldCheck"
"Проверка удаления дома","2711","Проверка удаления дома","DiplomaTeam2 RegressionTest","Tue Aug 19 17:55:38 UTC 2025","broken","Tue Aug 19 17:55:41 UTC 2025","tests.ui.HouseTest","UI Tests","tests.ui.HouseTest","deleteHouse"
"Проверка сообщения, что авто создан","23274","Позитивный тест Проверка сообщения, что авто создан","DiplomaTeam2 RegressionTest","Tue Aug 19 17:53:34 UTC 2025","broken","Tue Aug 19 17:53:57 UTC 2025","tests.ui.CarTest","UI Tests","tests.ui.CarTest","createCar"
"Проверка, что созданный дом находится в таблице","2720","Проверка, что созданный дом находится в таблице","DiplomaTeam2 RegressionTest","Tue Aug 19 17:57:25 UTC 2025","broken","Tue Aug 19 17:57:28 UTC 2025","tests.ui.HouseTest","UI Tests","tests.ui.HouseTest","checkIdHouseInTable"
"Проверка, что пользователь может купить авто","3819","Проверка, что пользователь может купить авто","DiplomaTeam2 RegressionTest","Tue Aug 19 17:51:41 UTC 2025","broken","Tue Aug 19 17:51:45 UTC 2025","tests.ui.BuyCarTest","UI Tests","tests.ui.BuyCarTest","checkUserWithCar"
"Проверка, что пользователь не может войти в систему с некорректным паролем","2279","Проверка, что пользователь не может войти в систему с некорректным паролем","DiplomaTeam2 RegressionTest","Tue Aug 19 17:50:58 UTC 2025","passed","Tue Aug 19 17:51:00 UTC 2025","tests.ui.LoginTest","UI Tests","tests.ui.LoginTest","checkPasswordField"
