"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Создание пользователя API","603","createUser","DiplomaTeam2 RegressionTest","Tue Aug 19 17:16:25 UTC 2025","passed","Tue Aug 19 17:16:25 UTC 2025","tests.api.CreateUserTest","API Tests","tests.api.CreateUserTest","createUser"
"Проверка пользователя в БД","1692","Проверка записи в БД при создании пользователя","DiplomaTeam2 RegressionTest","Tue Aug 19 17:16:34 UTC 2025","passed","Tue Aug 19 17:16:36 UTC 2025","tests.jdbc.UserTest","JDBC Tests","tests.jdbc.UserTest","checkCreateUserInDateBase"
"Проверка, что авто у пользователя удален","23670","Позитивный тест Продажа авто","DiplomaTeam2 RegressionTest","Tue Aug 19 17:23:31 UTC 2025","broken","Tue Aug 19 17:23:54 UTC 2025","tests.ui.CarTest","UI Tests","tests.ui.CarTest","checkSellCarInReadUser"
"Проверка, что созданный пользователь находится в таблице","3769","checkIfUserIsInTable","DiplomaTeam2 RegressionTest","Tue Aug 19 17:17:55 UTC 2025","broken","Tue Aug 19 17:17:58 UTC 2025","tests.ui.ReadAllUsersTest","UI Tests","tests.ui.ReadAllUsersTest","checkIfUserIsInTable"
"Проверка удаления авто","605","Проверка удаления авто","DiplomaTeam2 RegressionTest","Tue Aug 19 17:16:32 UTC 2025","passed","Tue Aug 19 17:16:33 UTC 2025","tests.api.CarTest","API Tests","tests.api.CarTest","deleteCar"
"Проверка создания дома","641","Проверка создания дома","DiplomaTeam2 RegressionTest","Tue Aug 19 17:16:27 UTC 2025","passed","Tue Aug 19 17:16:28 UTC 2025","tests.api.HouseTest","API Tests","tests.api.HouseTest","createHouse"
"Проверка, что пользователь может войти в систему, когда вводит валидные данные","2310","Проверка, что пользователь может войти в систему, когда вводит валидные данные","DiplomaTeam2 RegressionTest","Tue Aug 19 17:16:29 UTC 2025","passed","Tue Aug 19 17:16:32 UTC 2025","tests.ui.LoginTest","UI Tests","tests.ui.LoginTest","checkLogin"
"Проверка авто в БД","1499","Проверка создания авто","DiplomaTeam2 RegressionTest","Tue Aug 19 17:16:36 UTC 2025","passed","Tue Aug 19 17:16:38 UTC 2025","tests.jdbc.CarTest","JDBC Tests","tests.jdbc.CarTest","checkCreateCarInDateBase"
"Проверка сообщения, что дом не создан","2710","Негативный тест. Проверка сообщения, что дом не создан","DiplomaTeam2 RegressionTest","Tue Aug 19 17:20:06 UTC 2025","broken","Tue Aug 19 17:20:09 UTC 2025","tests.ui.HouseTest","UI Tests","tests.ui.HouseTest","createHouseNotAllFieldCheck"
"Проверка сообщения, что дом создан","2645","Позитивный тест Проверка сообщения, что дом создан","DiplomaTeam2 RegressionTest","Tue Aug 19 17:19:42 UTC 2025","broken","Tue Aug 19 17:19:44 UTC 2025","tests.ui.HouseTest","UI Tests","tests.ui.HouseTest","createHouse"
"Проверка создания дома","1462","Проверка создания дома","DiplomaTeam2 RegressionTest","Tue Aug 19 17:16:38 UTC 2025","passed","Tue Aug 19 17:16:40 UTC 2025","tests.jdbc.HouseTest","JDBC Tests","tests.jdbc.HouseTest","checkCreateHouseInDateBase"
"Проверка создания авто","610","Проверка создания авто","DiplomaTeam2 RegressionTest","Tue Aug 19 17:16:26 UTC 2025","passed","Tue Aug 19 17:16:27 UTC 2025","tests.api.CarTest","API Tests","tests.api.CarTest","createCar"
"Проверка, что пользователь не может войти в систему с некорректным email","5962","Проверка, что пользователь не может войти в систему с некорректным email","DiplomaTeam2 RegressionTest","Tue Aug 19 17:16:23 UTC 2025","passed","Tue Aug 19 17:16:29 UTC 2025","tests.ui.LoginTest","UI Tests","tests.ui.LoginTest","checkEmailField"
"Проверка создания пользователя статус кода 201","4236","checkStatusCode201","DiplomaTeam2 RegressionTest","Tue Aug 19 17:17:37 UTC 2025","broken","Tue Aug 19 17:17:41 UTC 2025","tests.ui.CreateUserTest","UI Tests","tests.ui.CreateUserTest","checkStatusCode201"
"Проверка, что пользователь не может войти в систему с некорректным паролем","2279","Проверка, что пользователь не может войти в систему с некорректным паролем","DiplomaTeam2 RegressionTest","Tue Aug 19 17:16:35 UTC 2025","passed","Tue Aug 19 17:16:37 UTC 2025","tests.ui.LoginTest","UI Tests","tests.ui.LoginTest","checkPasswordField"
"Проверка, что пользователь не может войти в магазин, когда вводит невалидные данные","2252","Проверка, что пользователь не может войти в систему, когда вводит невалидные данные","DiplomaTeam2 RegressionTest","Tue Aug 19 17:16:32 UTC 2025","passed","Tue Aug 19 17:16:35 UTC 2025","tests.ui.LoginTest","UI Tests","tests.ui.LoginTest","checkLoginWithNegativeValue"
"Проверка, что созданный дом находится в таблице","2637","Проверка, что созданный дом находится в таблице","DiplomaTeam2 RegressionTest","Tue Aug 19 17:22:58 UTC 2025","broken","Tue Aug 19 17:23:01 UTC 2025","tests.ui.HouseTest","UI Tests","tests.ui.HouseTest","checkIdHouseInTable"
"Проверка сообщения, что авто создан","23157","Позитивный тест Проверка сообщения, что авто создан","DiplomaTeam2 RegressionTest","Tue Aug 19 17:19:09 UTC 2025","broken","Tue Aug 19 17:19:32 UTC 2025","tests.ui.CarTest","UI Tests","tests.ui.CarTest","createCar"
"Проверка добавления денег пользователю","621","addMoneyUser","DiplomaTeam2 RegressionTest","Tue Aug 19 17:16:24 UTC 2025","passed","Tue Aug 19 17:16:24 UTC 2025","tests.api.AddMoneyUserTest","API Tests","tests.api.AddMoneyUserTest","addMoneyUser"
"Проверка добавление денег пользователю","4302","checkAddNewMoneyByUser","DiplomaTeam2 RegressionTest","Tue Aug 19 17:16:51 UTC 2025","broken","Tue Aug 19 17:16:55 UTC 2025","tests.ui.AddMoneyUserTest","UI Tests","tests.ui.AddMoneyUserTest","checkAddNewMoneyByUser"
"Проверка изменения авто дома","610","Проверка изменения дома","DiplomaTeam2 RegressionTest","Tue Aug 19 17:16:31 UTC 2025","passed","Tue Aug 19 17:16:32 UTC 2025","tests.api.HouseTest","API Tests","tests.api.HouseTest","updateHouse"
