"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Проверка, что авто у пользователя удален","3420","Позитивный тест Продажа авто","DiplomaTeam2 RegressionTest","Wed Aug 20 05:43:45 UTC 2025","broken","Wed Aug 20 05:43:48 UTC 2025","tests.ui.CarTest","UI Tests","tests.ui.CarTest","checkSellCarInReadUser"
"Проверка, что созданный дом находится в таблице","3313","Проверка, что созданный дом находится в таблице","DiplomaTeam2 RegressionTest","Wed Aug 20 05:42:56 UTC 2025","broken","Wed Aug 20 05:42:59 UTC 2025","tests.ui.HouseTest","UI Tests","tests.ui.HouseTest","checkIdHouseInTable"
"Проверка, что созданный пользователь находится в таблице","3583","Проверка, что созданный пользователь находится в таблице","DiplomaTeam2 RegressionTest","Wed Aug 20 05:41:19 UTC 2025","broken","Wed Aug 20 05:41:23 UTC 2025","tests.ui.ReadAllUsersTest","UI Tests","tests.ui.ReadAllUsersTest","checkIfUserIsInTable"
"Проверка получения дома","679","Проверка получения дома","DiplomaTeam2 RegressionTest","Wed Aug 20 05:39:47 UTC 2025","passed","Wed Aug 20 05:39:48 UTC 2025","tests.api.HouseTest","API Tests","tests.api.HouseTest","readHouse"
"Проверка, что пользователь не может войти в магазин, когда вводит невалидные данные","4355","Проверка, что пользователь не может войти в систему, когда вводит невалидные данные","DiplomaTeam2 RegressionTest","Wed Aug 20 05:39:52 UTC 2025","passed","Wed Aug 20 05:39:57 UTC 2025","tests.ui.LoginTest","UI Tests","tests.ui.LoginTest","checkLoginWithNegativeValue"
"Проверка добавления денег пользователю","690","Проверка добавления денег пользователю","DiplomaTeam2 RegressionTest","Wed Aug 20 05:39:41 UTC 2025","passed","Wed Aug 20 05:39:42 UTC 2025","tests.api.AddMoneyUserTest","API Tests","tests.api.AddMoneyUserTest","addMoneyUser"
"Проверка изменения авто авто","756","Проверка изменения авто","DiplomaTeam2 RegressionTest","Wed Aug 20 05:39:48 UTC 2025","passed","Wed Aug 20 05:39:49 UTC 2025","tests.api.CarTest","API Tests","tests.api.CarTest","updateCar"
"Проверка пользователя в БД","1641","Проверка записи в БД при создании пользователя","DiplomaTeam2 RegressionTest","Wed Aug 20 05:39:54 UTC 2025","passed","Wed Aug 20 05:39:56 UTC 2025","tests.jdbc.UserTest","JDBC Tests","tests.jdbc.UserTest","checkCreateUserInDateBase"
"Проверка изменения авто дома","685","Проверка изменения дома","DiplomaTeam2 RegressionTest","Wed Aug 20 05:39:49 UTC 2025","passed","Wed Aug 20 05:39:50 UTC 2025","tests.api.HouseTest","API Tests","tests.api.HouseTest","updateHouse"
"Проверка статус-кода при успешном заселения пользователя","3397","Проверка на заселение пользователя в дом","DiplomaTeam2 RegressionTest","Wed Aug 20 05:44:01 UTC 2025","broken","Wed Aug 20 05:44:05 UTC 2025","tests.ui.HouseTest","UI Tests","tests.ui.HouseTest","checkStatusIfUserSettleInHouse"
"Проверка сообщения, что авто создан","3372","Позитивный тест Проверка сообщения, что авто создан","DiplomaTeam2 RegressionTest","Wed Aug 20 05:41:36 UTC 2025","broken","Wed Aug 20 05:41:39 UTC 2025","tests.ui.CarTest","UI Tests","tests.ui.CarTest","createCar"
"Поиск пользователя в таблице Read one by ID","3253","Проверка привязки пользователя к дому после заселения","DiplomaTeam2 RegressionTest","Wed Aug 20 05:44:50 UTC 2025","broken","Wed Aug 20 05:44:54 UTC 2025","tests.ui.HouseTest","UI Tests","tests.ui.HouseTest","checkUserIDInTableReadOneById"
"Проверка авто в БД","1844","Проверка создания авто","DiplomaTeam2 RegressionTest","Wed Aug 20 05:39:52 UTC 2025","passed","Wed Aug 20 05:39:54 UTC 2025","tests.jdbc.CarTest","JDBC Tests","tests.jdbc.CarTest","checkCreateCarInDateBase"
"Проверка статус-кода при успешном выселении пользователя","3274","Проверка на выселения пользователя в дом","DiplomaTeam2 RegressionTest","Wed Aug 20 05:44:18 UTC 2025","broken","Wed Aug 20 05:44:21 UTC 2025","tests.ui.HouseTest","UI Tests","tests.ui.HouseTest","checkStatusIfUserSEvictInHouse"
"Проверка удаления дома","3683","Проверка удаления дома","DiplomaTeam2 RegressionTest","Wed Aug 20 05:43:28 UTC 2025","broken","Wed Aug 20 05:43:32 UTC 2025","tests.ui.HouseTest","UI Tests","tests.ui.HouseTest","deleteHouse"
"Создание пользователя API","677","Проверка создания пользователя","DiplomaTeam2 RegressionTest","Wed Aug 20 05:39:42 UTC 2025","passed","Wed Aug 20 05:39:43 UTC 2025","tests.api.CreateUserTest","API Tests","tests.api.CreateUserTest","createUser"
"Проверка сообщения, что дом не создан","3407","Негативный тест. Проверка сообщения, что дом не создан","DiplomaTeam2 RegressionTest","Wed Aug 20 05:42:25 UTC 2025","broken","Wed Aug 20 05:42:28 UTC 2025","tests.ui.HouseTest","UI Tests","tests.ui.HouseTest","createHouseNotAllFieldCheck"
"Поиск пользователя в таблице Read one by ID после выселения","4535","Проверка привязки пользователя к дому после выселения","DiplomaTeam2 RegressionTest","Wed Aug 20 05:44:33 UTC 2025","broken","Wed Aug 20 05:44:38 UTC 2025","tests.ui.HouseTest","UI Tests","tests.ui.HouseTest","checkUserIdInTableReadOneByIdIsEmpty"
"Проверка получения токена для авторизации","397","Проверка получения токена для авторизации","DiplomaTeam2 RegressionTest","Wed Aug 20 05:39:41 UTC 2025","passed","Wed Aug 20 05:39:41 UTC 2025","tests.api.AuthorizationTest","API Tests","tests.api.AuthorizationTest","authorization"
"Проверка сообщения, что дом создан","3410","Позитивный тест Проверка сообщения, что дом создан","DiplomaTeam2 RegressionTest","Wed Aug 20 05:41:52 UTC 2025","broken","Wed Aug 20 05:41:55 UTC 2025","tests.ui.HouseTest","UI Tests","tests.ui.HouseTest","createHouse"
"Проверка, что пользователь не может войти в систему с некорректным email","5671","Проверка, что пользователь не может войти в систему с некорректным email","DiplomaTeam2 RegressionTest","Wed Aug 20 05:39:41 UTC 2025","passed","Wed Aug 20 05:39:46 UTC 2025","tests.ui.LoginTest","UI Tests","tests.ui.LoginTest","checkEmailField"
"Проверка, что пользователь не может войти в систему с некорректным паролем","4249","Проверка, что пользователь не может войти в систему с некорректным паролем","DiplomaTeam2 RegressionTest","Wed Aug 20 05:39:57 UTC 2025","passed","Wed Aug 20 05:40:01 UTC 2025","tests.ui.LoginTest","UI Tests","tests.ui.LoginTest","checkPasswordField"
"Проверка удаления дома","680","Проверка удаления дома","DiplomaTeam2 RegressionTest","Wed Aug 20 05:39:51 UTC 2025","passed","Wed Aug 20 05:39:52 UTC 2025","tests.api.HouseTest","API Tests","tests.api.HouseTest","deleteHouse"
"Проверка, что пользователь может войти в систему, когда вводит валидные данные","5542","Проверка, что пользователь может войти в систему, когда вводит валидные данные","DiplomaTeam2 RegressionTest","Wed Aug 20 05:39:47 UTC 2025","passed","Wed Aug 20 05:39:52 UTC 2025","tests.ui.LoginTest","UI Tests","tests.ui.LoginTest","checkLogin"
"Проверка удаления авто","3278","Проверка удаления авто","DiplomaTeam2 RegressionTest","Wed Aug 20 05:43:12 UTC 2025","broken","Wed Aug 20 05:43:15 UTC 2025","tests.ui.CarTest","UI Tests","tests.ui.CarTest","deleteCar"
"Проверка получения пользователя","302","Проверка получения пользователя","DiplomaTeam2 RegressionTest","Wed Aug 20 05:39:43 UTC 2025","passed","Wed Aug 20 05:39:43 UTC 2025","tests.api.GetUserTest","API Tests","tests.api.GetUserTest","getUser"
"Проверка, что пользователь может купить авто","3276","Проверка, что пользователь может купить авто","DiplomaTeam2 RegressionTest","Wed Aug 20 05:40:45 UTC 2025","broken","Wed Aug 20 05:40:48 UTC 2025","tests.ui.BuyCarTest","UI Tests","tests.ui.BuyCarTest","checkUserWithCar"
