"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Проверка, что пользователь может купить авто","4070","Проверка, что пользователь может купить авто","DiplomaTeam2 RegressionTest","Thu Aug 21 06:35:02 UTC 2025","broken","Thu Aug 21 06:35:06 UTC 2025","tests.ui.BuyCarTest","UI Tests","tests.ui.BuyCarTest","checkUserWithCar"
"Проверка создания пользователя статус кода 201","4072","Проверка создания пользователя статус кода 201","DiplomaTeam2 RegressionTest","Thu Aug 21 06:35:20 UTC 2025","broken","Thu Aug 21 06:35:24 UTC 2025","tests.ui.CreateUserTest","UI Tests","tests.ui.CreateUserTest","checkStatusCode201"
"Проверка добавления денег пользователю","866","Проверка добавления денег пользователю","DiplomaTeam2 RegressionTest","Thu Aug 21 06:33:57 UTC 2025","passed","Thu Aug 21 06:33:58 UTC 2025","tests.api.AddMoneyUserTest","API Tests","tests.api.AddMoneyUserTest","addMoneyUser"
"Проверка сообщения, что дом не создан","4098","Негативный тест. Проверка сообщения, что дом не создан","DiplomaTeam2 RegressionTest","Thu Aug 21 06:37:57 UTC 2025","broken","Thu Aug 21 06:38:01 UTC 2025","tests.ui.HouseTest","UI Tests","tests.ui.HouseTest","createHouseNotAllFieldCheck"
"Проверка сообщения, что авто создан","24461","Позитивный тест Проверка сообщения, что авто создан","DiplomaTeam2 RegressionTest","Thu Aug 21 06:36:57 UTC 2025","broken","Thu Aug 21 06:37:21 UTC 2025","tests.ui.CarTest","UI Tests","tests.ui.CarTest","createCar"
"Проверка получения авто","859","Проверка получения авто","DiplomaTeam2 RegressionTest","Thu Aug 21 06:34:03 UTC 2025","passed","Thu Aug 21 06:34:04 UTC 2025","tests.api.CarTest","API Tests","tests.api.CarTest","readCar"
"Проверка авто в БД","2439","Проверка создания авто","DiplomaTeam2 RegressionTest","Thu Aug 21 06:34:10 UTC 2025","passed","Thu Aug 21 06:34:13 UTC 2025","tests.jdbc.CarTest","JDBC Tests","tests.jdbc.CarTest","checkCreateCarInDateBase"
"Проверка, что созданный авто находится в таблице","24454","Проверка, что созданный авто находится в таблице","DiplomaTeam2 RegressionTest","Thu Aug 21 06:39:16 UTC 2025","broken","Thu Aug 21 06:39:41 UTC 2025","tests.ui.CarTest","UI Tests","tests.ui.CarTest","checkIdCarInTable"
"Проверка статус-кода при успешном заселения пользователя","4097","Проверка на заселение пользователя в дом","DiplomaTeam2 RegressionTest","Thu Aug 21 06:43:49 UTC 2025","broken","Thu Aug 21 06:43:53 UTC 2025","tests.ui.HouseTest","UI Tests","tests.ui.HouseTest","checkStatusIfUserSettleInHouse"
"Проверка удаления авто","879","Проверка удаления авто","DiplomaTeam2 RegressionTest","Thu Aug 21 06:34:08 UTC 2025","passed","Thu Aug 21 06:34:09 UTC 2025","tests.api.CarTest","API Tests","tests.api.CarTest","deleteCar"
"Поиск пользователя в таблице Read one by ID после выселения","4088","Проверка привязки пользователя к дому после выселения","DiplomaTeam2 RegressionTest","Thu Aug 21 06:44:24 UTC 2025","broken","Thu Aug 21 06:44:28 UTC 2025","tests.ui.HouseTest","UI Tests","tests.ui.HouseTest","checkUserIdInTableReadOneByIdIsEmpty"
"Проверка сообщения, что дом создан","4238","Позитивный тест Проверка сообщения, что дом создан","DiplomaTeam2 RegressionTest","Thu Aug 21 06:37:35 UTC 2025","broken","Thu Aug 21 06:37:39 UTC 2025","tests.ui.HouseTest","UI Tests","tests.ui.HouseTest","createHouse"
"Проверка получения токена для авторизации","499","Проверка получения токена для авторизации","DiplomaTeam2 RegressionTest","Thu Aug 21 06:33:56 UTC 2025","passed","Thu Aug 21 06:33:57 UTC 2025","tests.api.AuthorizationTest","API Tests","tests.api.AuthorizationTest","authorization"
"Проверка статус-кода при успешном выселении пользователя","4103","Проверка на выселения пользователя в дом","DiplomaTeam2 RegressionTest","Thu Aug 21 06:44:07 UTC 2025","broken","Thu Aug 21 06:44:11 UTC 2025","tests.ui.HouseTest","UI Tests","tests.ui.HouseTest","checkStatusIfUserSEvictInHouse"
"Проверка добавление денег пользователю","4117","Проверка добавление денег пользователю","DiplomaTeam2 RegressionTest","Thu Aug 21 06:34:26 UTC 2025","broken","Thu Aug 21 06:34:30 UTC 2025","tests.ui.AddMoneyUserTest","UI Tests","tests.ui.AddMoneyUserTest","checkAddNewMoneyByUser"
"Проверка изменения авто авто","944","Проверка изменения авто","DiplomaTeam2 RegressionTest","Thu Aug 21 06:34:05 UTC 2025","passed","Thu Aug 21 06:34:06 UTC 2025","tests.api.CarTest","API Tests","tests.api.CarTest","updateCar"
"Проверка, что пользователь не может войти в систему с некорректным email","3145","Проверка, что пользователь не может войти в систему с некорректным email","DiplomaTeam2 RegressionTest","Thu Aug 21 06:33:56 UTC 2025","passed","Thu Aug 21 06:34:00 UTC 2025","tests.ui.LoginTest","UI Tests","tests.ui.LoginTest","checkEmailField"
"Проверка создания авто","870","Проверка создания авто","DiplomaTeam2 RegressionTest","Thu Aug 21 06:34:00 UTC 2025","passed","Thu Aug 21 06:34:01 UTC 2025","tests.api.CarTest","API Tests","tests.api.CarTest","createCar"
"Проверка создания дома","2176","Проверка создания дома","DiplomaTeam2 RegressionTest","Thu Aug 21 06:34:16 UTC 2025","passed","Thu Aug 21 06:34:18 UTC 2025","tests.jdbc.HouseTest","JDBC Tests","tests.jdbc.HouseTest","checkCreateHouseInDateBase"
"Проверка, что созданный дом находится в таблице","4087","Проверка, что созданный дом находится в таблице","DiplomaTeam2 RegressionTest","Thu Aug 21 06:39:54 UTC 2025","broken","Thu Aug 21 06:39:58 UTC 2025","tests.ui.HouseTest","UI Tests","tests.ui.HouseTest","checkIdHouseInTable"
"Проверка создания дома","898","Проверка создания дома","DiplomaTeam2 RegressionTest","Thu Aug 21 06:34:02 UTC 2025","passed","Thu Aug 21 06:34:02 UTC 2025","tests.api.HouseTest","API Tests","tests.api.HouseTest","createHouse"
"Проверка удаления авто","24413","Проверка удаления авто","DiplomaTeam2 RegressionTest","Thu Aug 21 06:41:13 UTC 2025","broken","Thu Aug 21 06:41:38 UTC 2025","tests.ui.CarTest","UI Tests","tests.ui.CarTest","deleteCar"
"Проверка, что авто у пользователя удален","24455","Позитивный тест Продажа авто","DiplomaTeam2 RegressionTest","Thu Aug 21 06:43:10 UTC 2025","broken","Thu Aug 21 06:43:35 UTC 2025","tests.ui.CarTest","UI Tests","tests.ui.CarTest","checkSellCarInReadUser"
"Проверка удаления пользователя код 204 и отсутствие в таблице","4123","Проверка удаления пользователя код 204 и отсутствие в таблице","DiplomaTeam2 RegressionTest","Thu Aug 21 06:34:44 UTC 2025","broken","Thu Aug 21 06:34:48 UTC 2025","tests.ui.AllDeleteUserTest","UI Tests","tests.ui.AllDeleteUserTest","checkStatusCode204"
"Проверка, что созданный пользователь находится в таблице","4099","Проверка, что созданный пользователь находится в таблице","DiplomaTeam2 RegressionTest","Thu Aug 21 06:35:38 UTC 2025","broken","Thu Aug 21 06:35:42 UTC 2025","tests.ui.ReadAllUsersTest","UI Tests","tests.ui.ReadAllUsersTest","checkIfUserIsInTable"
"Поиск пользователя в таблице Read one by ID","4112","Проверка привязки пользователя к дому после заселения","DiplomaTeam2 RegressionTest","Thu Aug 21 06:44:42 UTC 2025","broken","Thu Aug 21 06:44:46 UTC 2025","tests.ui.HouseTest","UI Tests","tests.ui.HouseTest","checkUserIDInTableReadOneById"
"Проверка пользователя в БД","2177","Проверка записи в БД при создании пользователя","DiplomaTeam2 RegressionTest","Thu Aug 21 06:34:13 UTC 2025","passed","Thu Aug 21 06:34:15 UTC 2025","tests.jdbc.UserTest","JDBC Tests","tests.jdbc.UserTest","checkCreateUserInDateBase"
