"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Проверка, что пользователь может купить авто","2884","Проверка, что пользователь может купить авто","DiplomaTeam2 RegressionTest","Tue Aug 19 08:46:44 UTC 2025","broken","Tue Aug 19 08:46:46 UTC 2025","tests.ui.BuyCarTest","UI Tests","tests.ui.BuyCarTest","checkUserWithCar"
"Проверка получения дома","695","Проверка получения дома","DiplomaTeam2 RegressionTest","Tue Aug 19 08:46:00 UTC 2025","passed","Tue Aug 19 08:46:00 UTC 2025","tests.api.HouseTest","API Tests","tests.api.HouseTest","readHouse"
"Проверка сообщения, что дом не создан","2878","Негативный тест. Проверка сообщения, что дом не создан","DiplomaTeam2 RegressionTest","Tue Aug 19 08:48:15 UTC 2025","broken","Tue Aug 19 08:48:18 UTC 2025","tests.ui.HouseTest","UI Tests","tests.ui.HouseTest","createHouseNotAllFieldCheck"
"Проверка авто в БД","1637","Проверка создания авто","DiplomaTeam2 RegressionTest","Tue Aug 19 08:46:07 UTC 2025","passed","Tue Aug 19 08:46:09 UTC 2025","tests.jdbc.CarTest","JDBC Tests","tests.jdbc.CarTest","checkCreateCarInDateBase"
"Проверка создания дома","694","Проверка создания дома","DiplomaTeam2 RegressionTest","Tue Aug 19 08:45:57 UTC 2025","passed","Tue Aug 19 08:45:58 UTC 2025","tests.api.HouseTest","API Tests","tests.api.HouseTest","createHouse"
"Создание пользователя API","671","createUser","DiplomaTeam2 RegressionTest","Tue Aug 19 08:45:55 UTC 2025","passed","Tue Aug 19 08:45:56 UTC 2025","tests.api.CreateUserTest","API Tests","tests.api.CreateUserTest","createUser"
"Проверка изменения авто дома","671","Проверка изменения дома","DiplomaTeam2 RegressionTest","Tue Aug 19 08:46:02 UTC 2025","passed","Tue Aug 19 08:46:02 UTC 2025","tests.api.HouseTest","API Tests","tests.api.HouseTest","updateHouse"
"Проверка сообщения, что авто создан","2851","Позитивный тест Проверка сообщения, что авто создан","DiplomaTeam2 RegressionTest","Tue Aug 19 08:47:43 UTC 2025","broken","Tue Aug 19 08:47:46 UTC 2025","tests.ui.CarTest","UI Tests","tests.ui.CarTest","createCar"
"Проверка добавления денег пользователю","686","addMoneyUser","DiplomaTeam2 RegressionTest","Tue Aug 19 08:45:54 UTC 2025","passed","Tue Aug 19 08:45:55 UTC 2025","tests.api.AddMoneyUserTest","API Tests","tests.api.AddMoneyUserTest","addMoneyUser"
"Проверка, что пользователь не может войти в магазин, когда вводит невалидные данные","2440","Проверка, что пользователь не может войти в систему, когда вводит невалидные данные","DiplomaTeam2 RegressionTest","Tue Aug 19 08:46:00 UTC 2025","passed","Tue Aug 19 08:46:02 UTC 2025","tests.ui.LoginTest","UI Tests","tests.ui.LoginTest","checkLoginWithNegativeValue"
"Проверка создания пользователя статус кода 201","2876","checkStatusCode201","DiplomaTeam2 RegressionTest","Tue Aug 19 08:46:57 UTC 2025","broken","Tue Aug 19 08:46:59 UTC 2025","tests.ui.CreateUserTest","UI Tests","tests.ui.CreateUserTest","checkStatusCode201"
"Проверка добавление денег пользователю","2922","checkAddNewMoneyByUser","DiplomaTeam2 RegressionTest","Tue Aug 19 08:46:18 UTC 2025","broken","Tue Aug 19 08:46:20 UTC 2025","tests.ui.AddMoneyUserTest","UI Tests","tests.ui.AddMoneyUserTest","checkAddNewMoneyByUser"
"Проверка изменения авто авто","735","Проверка изменения авто","DiplomaTeam2 RegressionTest","Tue Aug 19 08:46:01 UTC 2025","passed","Tue Aug 19 08:46:01 UTC 2025","tests.api.CarTest","API Tests","tests.api.CarTest","updateCar"
"Проверка, что пользователь не может войти в систему с некорректным email","3619","Проверка, что пользователь не может войти в систему с некорректным email","DiplomaTeam2 RegressionTest","Tue Aug 19 08:45:53 UTC 2025","passed","Tue Aug 19 08:45:57 UTC 2025","tests.ui.LoginTest","UI Tests","tests.ui.LoginTest","checkEmailField"
"Проверка удаления дома","679","Проверка удаления дома","DiplomaTeam2 RegressionTest","Tue Aug 19 08:46:04 UTC 2025","passed","Tue Aug 19 08:46:05 UTC 2025","tests.api.HouseTest","API Tests","tests.api.HouseTest","deleteHouse"
"Проверка удаления пользователя код 204 и отсутствие в таблице","2895","checkStatusCode204","DiplomaTeam2 RegressionTest","Tue Aug 19 08:46:31 UTC 2025","broken","Tue Aug 19 08:46:34 UTC 2025","tests.ui.AllDeleteUserTest","UI Tests","tests.ui.AllDeleteUserTest","checkStatusCode204"
"Проверка удаления авто","2862","Проверка удаления авто","DiplomaTeam2 RegressionTest","Tue Aug 19 08:48:28 UTC 2025","broken","Tue Aug 19 08:48:31 UTC 2025","tests.ui.CarTest","UI Tests","tests.ui.CarTest","deleteCar"
"Проверка сообщения, что дом создан","2852","Позитивный тест Проверка сообщения, что дом создан","DiplomaTeam2 RegressionTest","Tue Aug 19 08:47:56 UTC 2025","broken","Tue Aug 19 08:47:59 UTC 2025","tests.ui.HouseTest","UI Tests","tests.ui.HouseTest","createHouse"
"Проверка получения токена для авторизации","408","Проверка получения токена для авторизации","DiplomaTeam2 RegressionTest","Tue Aug 19 08:45:53 UTC 2025","passed","Tue Aug 19 08:45:54 UTC 2025","tests.api.AuthorizationTest","API Tests","tests.api.AuthorizationTest","authorization"
"Проверка удаления авто","671","Проверка удаления авто","DiplomaTeam2 RegressionTest","Tue Aug 19 08:46:03 UTC 2025","passed","Tue Aug 19 08:46:03 UTC 2025","tests.api.CarTest","API Tests","tests.api.CarTest","deleteCar"
