"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Проверка создания дома","652","Проверка создания дома","DiplomaTeam2 RegressionTest","Tue Aug 19 19:44:48 UTC 2025","passed","Tue Aug 19 19:44:49 UTC 2025","tests.api.HouseTest","API Tests","tests.api.HouseTest","createHouse"
"Проверка сообщения, что авто не создан","2691","Негативный тест. Проверка сообщения, что авто не создан","DiplomaTeam2 RegressionTest","Tue Aug 19 19:47:34 UTC 2025","broken","Tue Aug 19 19:47:36 UTC 2025","tests.ui.CarTest","UI Tests","tests.ui.CarTest","createCarNotAllFieldCheck"
"Проверка, что пользователь может войти в систему, когда вводит валидные данные","2310","Проверка, что пользователь может войти в систему, когда вводит валидные данные","DiplomaTeam2 RegressionTest","Tue Aug 19 19:44:47 UTC 2025","passed","Tue Aug 19 19:44:49 UTC 2025","tests.ui.LoginTest","UI Tests","tests.ui.LoginTest","checkLogin"
"Создание пользователя API","628","Проверка создания пользователя","DiplomaTeam2 RegressionTest","Tue Aug 19 19:44:46 UTC 2025","passed","Tue Aug 19 19:44:46 UTC 2025","tests.api.CreateUserTest","API Tests","tests.api.CreateUserTest","createUser"
"Проверка изменения авто авто","704","Проверка изменения авто","DiplomaTeam2 RegressionTest","Tue Aug 19 19:44:51 UTC 2025","passed","Tue Aug 19 19:44:52 UTC 2025","tests.api.CarTest","API Tests","tests.api.CarTest","updateCar"
"Проверка получения токена для авторизации","382","Проверка получения токена для авторизации","DiplomaTeam2 RegressionTest","Tue Aug 19 19:44:44 UTC 2025","passed","Tue Aug 19 19:44:44 UTC 2025","tests.api.AuthorizationTest","API Tests","tests.api.AuthorizationTest","authorization"
"Проверка получения пользователя","290","Проверка получения пользователя","DiplomaTeam2 RegressionTest","Tue Aug 19 19:44:46 UTC 2025","passed","Tue Aug 19 19:44:47 UTC 2025","tests.api.GetUserTest","API Tests","tests.api.GetUserTest","getUser"
"Проверка создания авто","633","Проверка создания авто","DiplomaTeam2 RegressionTest","Tue Aug 19 19:44:47 UTC 2025","passed","Tue Aug 19 19:44:48 UTC 2025","tests.api.CarTest","API Tests","tests.api.CarTest","createCar"
"Проверка изменения авто дома","635","Проверка изменения дома","DiplomaTeam2 RegressionTest","Tue Aug 19 19:44:52 UTC 2025","passed","Tue Aug 19 19:44:53 UTC 2025","tests.api.HouseTest","API Tests","tests.api.HouseTest","updateHouse"
"Проверка, что созданный авто находится в таблице","23733","Проверка, что созданный авто находится в таблице","DiplomaTeam2 RegressionTest","Tue Aug 19 19:48:39 UTC 2025","broken","Tue Aug 19 19:49:03 UTC 2025","tests.ui.CarTest","UI Tests","tests.ui.CarTest","checkIdCarInTable"
"Проверка создания пользователя статус кода 201","2764","Проверка создания пользователя статус кода 201","DiplomaTeam2 RegressionTest","Tue Aug 19 19:45:42 UTC 2025","broken","Tue Aug 19 19:45:45 UTC 2025","tests.ui.CreateUserTest","UI Tests","tests.ui.CreateUserTest","checkStatusCode201"
"Проверка удаления пользователя код 204 и отсутствие в таблице","2770","Проверка удаления пользователя код 204 и отсутствие в таблице","DiplomaTeam2 RegressionTest","Tue Aug 19 19:45:17 UTC 2025","broken","Tue Aug 19 19:45:20 UTC 2025","tests.ui.AllDeleteUserTest","UI Tests","tests.ui.AllDeleteUserTest","checkStatusCode204"
"Проверка удаления авто","627","Проверка удаления авто","DiplomaTeam2 RegressionTest","Tue Aug 19 19:44:53 UTC 2025","passed","Tue Aug 19 19:44:54 UTC 2025","tests.api.CarTest","API Tests","tests.api.CarTest","deleteCar"
"Проверка, что пользователь не может войти в магазин, когда вводит невалидные данные","2362","Проверка, что пользователь не может войти в систему, когда вводит невалидные данные","DiplomaTeam2 RegressionTest","Tue Aug 19 19:44:49 UTC 2025","passed","Tue Aug 19 19:44:52 UTC 2025","tests.ui.LoginTest","UI Tests","tests.ui.LoginTest","checkLoginWithNegativeValue"
"Проверка создания дома","1511","Проверка создания дома","DiplomaTeam2 RegressionTest","Tue Aug 19 19:44:59 UTC 2025","passed","Tue Aug 19 19:45:01 UTC 2025","tests.jdbc.HouseTest","JDBC Tests","tests.jdbc.HouseTest","checkCreateHouseInDateBase"
"Проверка получения авто","626","Проверка получения авто","DiplomaTeam2 RegressionTest","Tue Aug 19 19:44:49 UTC 2025","passed","Tue Aug 19 19:44:50 UTC 2025","tests.api.CarTest","API Tests","tests.api.CarTest","readCar"
"Проверка добавление денег пользователю","2722","Проверка добавление денег пользователю","DiplomaTeam2 RegressionTest","Tue Aug 19 19:45:05 UTC 2025","broken","Tue Aug 19 19:45:07 UTC 2025","tests.ui.AddMoneyUserTest","UI Tests","tests.ui.AddMoneyUserTest","checkAddNewMoneyByUser"
"Проверка, что созданный дом находится в таблице","2696","Проверка, что созданный дом находится в таблице","DiplomaTeam2 RegressionTest","Tue Aug 19 19:49:13 UTC 2025","broken","Tue Aug 19 19:49:15 UTC 2025","tests.ui.HouseTest","UI Tests","tests.ui.HouseTest","checkIdHouseInTable"
"Проверка сообщения, что дом не создан","2731","Негативный тест. Проверка сообщения, что дом не создан","DiplomaTeam2 RegressionTest","Tue Aug 19 19:47:46 UTC 2025","broken","Tue Aug 19 19:47:49 UTC 2025","tests.ui.HouseTest","UI Tests","tests.ui.HouseTest","createHouseNotAllFieldCheck"
"Проверка получения дома","651","Проверка получения дома","DiplomaTeam2 RegressionTest","Tue Aug 19 19:44:50 UTC 2025","passed","Tue Aug 19 19:44:51 UTC 2025","tests.api.HouseTest","API Tests","tests.api.HouseTest","readHouse"
"Проверка, что авто у пользователя удален","2695","Позитивный тест Продажа авто","DiplomaTeam2 RegressionTest","Tue Aug 19 19:50:52 UTC 2025","broken","Tue Aug 19 19:50:55 UTC 2025","tests.ui.CarTest","UI Tests","tests.ui.CarTest","checkSellCarInReadUser"
"Проверка удаления дома","2693","Проверка удаления дома","DiplomaTeam2 RegressionTest","Tue Aug 19 19:50:40 UTC 2025","broken","Tue Aug 19 19:50:42 UTC 2025","tests.ui.HouseTest","UI Tests","tests.ui.HouseTest","deleteHouse"
"Проверка сообщения, что дом создан","2715","Позитивный тест Проверка сообщения, что дом создан","DiplomaTeam2 RegressionTest","Tue Aug 19 19:47:21 UTC 2025","broken","Tue Aug 19 19:47:24 UTC 2025","tests.ui.HouseTest","UI Tests","tests.ui.HouseTest","createHouse"
