"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Проверка, что авто у пользователя удален","23138","Позитивный тест Продажа авто","DiplomaTeam2 RegressionTest","Tue Aug 19 20:45:16 UTC 2025","broken","Tue Aug 19 20:45:39 UTC 2025","tests.ui.CarTest","UI Tests","tests.ui.CarTest","checkSellCarInReadUser"
"Проверка удаления пользователя код 204 и отсутствие в таблице","2706","Проверка удаления пользователя код 204 и отсутствие в таблице","DiplomaTeam2 RegressionTest","Tue Aug 19 20:39:23 UTC 2025","broken","Tue Aug 19 20:39:26 UTC 2025","tests.ui.AllDeleteUserTest","UI Tests","tests.ui.AllDeleteUserTest","checkStatusCode204"
"Проверка получения пользователя","278","Проверка получения пользователя","DiplomaTeam2 RegressionTest","Tue Aug 19 20:38:53 UTC 2025","passed","Tue Aug 19 20:38:53 UTC 2025","tests.api.GetUserTest","API Tests","tests.api.GetUserTest","getUser"
"Проверка, что созданный пользователь находится в таблице","2690","Проверка, что созданный пользователь находится в таблице","DiplomaTeam2 RegressionTest","Tue Aug 19 20:40:00 UTC 2025","broken","Tue Aug 19 20:40:02 UTC 2025","tests.ui.ReadAllUsersTest","UI Tests","tests.ui.ReadAllUsersTest","checkIfUserIsInTable"
"Проверка получения авто","604","Проверка получения авто","DiplomaTeam2 RegressionTest","Tue Aug 19 20:38:55 UTC 2025","passed","Tue Aug 19 20:38:56 UTC 2025","tests.api.CarTest","API Tests","tests.api.CarTest","readCar"
"Проверка получения токена для авторизации","364","Проверка получения токена для авторизации","DiplomaTeam2 RegressionTest","Tue Aug 19 20:38:50 UTC 2025","passed","Tue Aug 19 20:38:51 UTC 2025","tests.api.AuthorizationTest","API Tests","tests.api.AuthorizationTest","authorization"
"Проверка добавление денег пользователю","2672","Проверка добавление денег пользователю","DiplomaTeam2 RegressionTest","Tue Aug 19 20:39:11 UTC 2025","broken","Tue Aug 19 20:39:13 UTC 2025","tests.ui.AddMoneyUserTest","UI Tests","tests.ui.AddMoneyUserTest","checkAddNewMoneyByUser"
"Проверка сообщения, что дом создан","2646","Позитивный тест Проверка сообщения, что дом создан","DiplomaTeam2 RegressionTest","Tue Aug 19 20:41:26 UTC 2025","broken","Tue Aug 19 20:41:29 UTC 2025","tests.ui.HouseTest","UI Tests","tests.ui.HouseTest","createHouse"
"Проверка добавления денег пользователю","631","Проверка добавления денег пользователю","DiplomaTeam2 RegressionTest","Tue Aug 19 20:38:51 UTC 2025","passed","Tue Aug 19 20:38:52 UTC 2025","tests.api.AddMoneyUserTest","API Tests","tests.api.AddMoneyUserTest","addMoneyUser"
"Создание пользователя API","606","Проверка создания пользователя","DiplomaTeam2 RegressionTest","Tue Aug 19 20:38:52 UTC 2025","passed","Tue Aug 19 20:38:53 UTC 2025","tests.api.CreateUserTest","API Tests","tests.api.CreateUserTest","createUser"
"Проверка, что пользователь может купить авто","2669","Проверка, что пользователь может купить авто","DiplomaTeam2 RegressionTest","Tue Aug 19 20:39:35 UTC 2025","broken","Tue Aug 19 20:39:38 UTC 2025","tests.ui.BuyCarTest","UI Tests","tests.ui.BuyCarTest","checkUserWithCar"
"Проверка, что созданный авто находится в таблице","23137","Проверка, что созданный авто находится в таблице","DiplomaTeam2 RegressionTest","Tue Aug 19 20:42:44 UTC 2025","broken","Tue Aug 19 20:43:07 UTC 2025","tests.ui.CarTest","UI Tests","tests.ui.CarTest","checkIdCarInTable"
"Проверка авто в БД","1662","Проверка создания авто","DiplomaTeam2 RegressionTest","Tue Aug 19 20:39:02 UTC 2025","passed","Tue Aug 19 20:39:03 UTC 2025","tests.jdbc.CarTest","JDBC Tests","tests.jdbc.CarTest","checkCreateCarInDateBase"
"Проверка сообщения, что авто создан","23147","Позитивный тест Проверка сообщения, что авто создан","DiplomaTeam2 RegressionTest","Tue Aug 19 20:40:54 UTC 2025","broken","Tue Aug 19 20:41:17 UTC 2025","tests.ui.CarTest","UI Tests","tests.ui.CarTest","createCar"
"Проверка сообщения, что дом не создан","2665","Негативный тест. Проверка сообщения, что дом не создан","DiplomaTeam2 RegressionTest","Tue Aug 19 20:41:50 UTC 2025","broken","Tue Aug 19 20:41:53 UTC 2025","tests.ui.HouseTest","UI Tests","tests.ui.HouseTest","createHouseNotAllFieldCheck"
"Проверка сообщения, что авто не создан","2659","Негативный тест. Проверка сообщения, что авто не создан","DiplomaTeam2 RegressionTest","Tue Aug 19 20:41:38 UTC 2025","broken","Tue Aug 19 20:41:41 UTC 2025","tests.ui.CarTest","UI Tests","tests.ui.CarTest","createCarNotAllFieldCheck"
"Проверка создания пользователя статус кода 201","2686","Проверка создания пользователя статус кода 201","DiplomaTeam2 RegressionTest","Tue Aug 19 20:39:47 UTC 2025","broken","Tue Aug 19 20:39:50 UTC 2025","tests.ui.CreateUserTest","UI Tests","tests.ui.CreateUserTest","checkStatusCode201"
"Проверка, что пользователь не может войти в систему с некорректным паролем","2235","Проверка, что пользователь не может войти в систему с некорректным паролем","DiplomaTeam2 RegressionTest","Tue Aug 19 20:38:59 UTC 2025","passed","Tue Aug 19 20:39:01 UTC 2025","tests.ui.LoginTest","UI Tests","tests.ui.LoginTest","checkPasswordField"
"Проверка, что пользователь не может войти в систему с некорректным email","2357","Проверка, что пользователь не может войти в систему с некорректным email","DiplomaTeam2 RegressionTest","Tue Aug 19 20:38:50 UTC 2025","passed","Tue Aug 19 20:38:53 UTC 2025","tests.ui.LoginTest","UI Tests","tests.ui.LoginTest","checkEmailField"
"Проверка создания авто","625","Проверка создания авто","DiplomaTeam2 RegressionTest","Tue Aug 19 20:38:53 UTC 2025","passed","Tue Aug 19 20:38:54 UTC 2025","tests.api.CarTest","API Tests","tests.api.CarTest","createCar"
"Проверка получения дома","615","Проверка получения дома","DiplomaTeam2 RegressionTest","Tue Aug 19 20:38:56 UTC 2025","passed","Tue Aug 19 20:38:57 UTC 2025","tests.api.HouseTest","API Tests","tests.api.HouseTest","readHouse"
"Проверка создания дома","1469","Проверка создания дома","DiplomaTeam2 RegressionTest","Tue Aug 19 20:39:06 UTC 2025","passed","Tue Aug 19 20:39:07 UTC 2025","tests.jdbc.HouseTest","JDBC Tests","tests.jdbc.HouseTest","checkCreateHouseInDateBase"
"Проверка удаления авто","603","Проверка удаления авто","DiplomaTeam2 RegressionTest","Tue Aug 19 20:39:00 UTC 2025","passed","Tue Aug 19 20:39:00 UTC 2025","tests.api.CarTest","API Tests","tests.api.CarTest","deleteCar"
