"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Проверка, что пользователь не может войти в магазин, когда вводит невалидные данные","3462","Проверка, что пользователь не может войти в систему, когда вводит невалидные данные","DiplomaTeam2 RegressionTest","Tue Aug 19 16:04:56 UTC 2025","passed","Tue Aug 19 16:04:59 UTC 2025","tests.ui.LoginTest","UI Tests","tests.ui.LoginTest","checkLoginWithNegativeValue"
"Проверка, что пользователь не может войти в систему с некорректным паролем","3458","Проверка, что пользователь не может войти в систему с некорректным паролем","DiplomaTeam2 RegressionTest","Tue Aug 19 16:04:59 UTC 2025","passed","Tue Aug 19 16:05:03 UTC 2025","tests.ui.LoginTest","UI Tests","tests.ui.LoginTest","checkPasswordField"
"Проверка получения токена для авторизации","508","Проверка получения токена для авторизации","DiplomaTeam2 RegressionTest","Tue Aug 19 16:04:49 UTC 2025","passed","Tue Aug 19 16:04:49 UTC 2025","tests.api.AuthorizationTest","API Tests","tests.api.AuthorizationTest","authorization"
"Проверка создания авто","888","Проверка создания авто","DiplomaTeam2 RegressionTest","Tue Aug 19 16:04:53 UTC 2025","passed","Tue Aug 19 16:04:53 UTC 2025","tests.api.CarTest","API Tests","tests.api.CarTest","createCar"
"Проверка сообщения, что дом не создан","4069","Негативный тест. Проверка сообщения, что дом не создан","DiplomaTeam2 RegressionTest","Tue Aug 19 16:08:47 UTC 2025","broken","Tue Aug 19 16:08:51 UTC 2025","tests.ui.HouseTest","UI Tests","tests.ui.HouseTest","createHouseNotAllFieldCheck"
"Проверка авто в БД","2185","Проверка создания авто","DiplomaTeam2 RegressionTest","Tue Aug 19 16:05:05 UTC 2025","passed","Tue Aug 19 16:05:08 UTC 2025","tests.jdbc.CarTest","JDBC Tests","tests.jdbc.CarTest","checkCreateCarInDateBase"
"Проверка, что созданный авто находится в таблице","23882","Проверка, что созданный авто находится в таблице","DiplomaTeam2 RegressionTest","Tue Aug 19 16:12:02 UTC 2025","broken","Tue Aug 19 16:12:26 UTC 2025","tests.ui.CarTest","UI Tests","tests.ui.CarTest","checkIdCarInTable"
"Проверка, что пользователь может войти в систему, когда вводит валидные данные","3478","Проверка, что пользователь может войти в систему, когда вводит валидные данные","DiplomaTeam2 RegressionTest","Tue Aug 19 16:04:52 UTC 2025","passed","Tue Aug 19 16:04:55 UTC 2025","tests.ui.LoginTest","UI Tests","tests.ui.LoginTest","checkLogin"
"Проверка получения дома","866","Проверка получения дома","DiplomaTeam2 RegressionTest","Tue Aug 19 16:04:56 UTC 2025","passed","Tue Aug 19 16:04:57 UTC 2025","tests.api.HouseTest","API Tests","tests.api.HouseTest","readHouse"
"Проверка добавление денег пользователю","4119","checkAddNewMoneyByUser","DiplomaTeam2 RegressionTest","Tue Aug 19 16:05:17 UTC 2025","broken","Tue Aug 19 16:05:21 UTC 2025","tests.ui.AddMoneyUserTest","UI Tests","tests.ui.AddMoneyUserTest","checkAddNewMoneyByUser"
"Проверка удаления пользователя код 204 и отсутствие в таблице","4090","checkStatusCode204","DiplomaTeam2 RegressionTest","Tue Aug 19 16:05:35 UTC 2025","broken","Tue Aug 19 16:05:39 UTC 2025","tests.ui.AllDeleteUserTest","UI Tests","tests.ui.AllDeleteUserTest","checkStatusCode204"
"Проверка удаления авто","855","Проверка удаления авто","DiplomaTeam2 RegressionTest","Tue Aug 19 16:05:00 UTC 2025","passed","Tue Aug 19 16:05:01 UTC 2025","tests.api.CarTest","API Tests","tests.api.CarTest","deleteCar"
"Проверка сообщения, что авто не создан","3950","Негативный тест. Проверка сообщения, что авто не создан","DiplomaTeam2 RegressionTest","Tue Aug 19 16:08:29 UTC 2025","passed","Tue Aug 19 16:08:33 UTC 2025","tests.ui.CarTest","UI Tests","tests.ui.CarTest","createCarNotAllFieldCheck"
"Проверка сообщения, что дом создан","4079","Позитивный тест Проверка сообщения, что дом создан","DiplomaTeam2 RegressionTest","Tue Aug 19 16:08:25 UTC 2025","broken","Tue Aug 19 16:08:29 UTC 2025","tests.ui.HouseTest","UI Tests","tests.ui.HouseTest","createHouse"
