"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Проверка, что пользователь не может войти в систему с некорректным email","2388","Проверка, что пользователь не может войти в систему с некорректным email","DiplomaTeam2 RegressionTest","Tue Aug 19 06:56:05 UTC 2025","passed","Tue Aug 19 06:56:07 UTC 2025","tests.ui.LoginTest","UI Tests","tests.ui.LoginTest","checkEmailField"
"Проверка пользователя в БД","1782","Проверка записи в БД при создании пользователя","DiplomaTeam2 RegressionTest","Tue Aug 19 06:56:16 UTC 2025","passed","Tue Aug 19 06:56:18 UTC 2025","tests.jdbc.UserTest","JDBC Tests","tests.jdbc.UserTest","checkCreateUserInDateBase"
"Проверка сообщения, что авто создан","23134","Позитивный тест Проверка сообщения, что авто создан","DiplomaTeam2 RegressionTest","Tue Aug 19 06:57:59 UTC 2025","broken","Tue Aug 19 06:58:22 UTC 2025","tests.ui.CarTest","UI Tests","tests.ui.CarTest","createCar"
"Проверка, что пользователь может купить авто","4152","Проверка, что пользователь может купить авто","DiplomaTeam2 RegressionTest","Tue Aug 19 06:56:56 UTC 2025","broken","Tue Aug 19 06:57:00 UTC 2025","tests.ui.BuyCarTest","UI Tests","tests.ui.BuyCarTest","checkUserWithCar"
"Проверка сообщения, что дом не создан","2672","Негативный тест. Проверка сообщения, что дом не создан","DiplomaTeam2 RegressionTest","Tue Aug 19 06:58:57 UTC 2025","broken","Tue Aug 19 06:59:00 UTC 2025","tests.ui.HouseTest","UI Tests","tests.ui.HouseTest","createHouseNotAllFieldCheck"
"Проверка удаления пользователя код 204 и отсутствие в таблице","2684","checkStatusCode204","DiplomaTeam2 RegressionTest","Tue Aug 19 06:56:42 UTC 2025","broken","Tue Aug 19 06:56:45 UTC 2025","tests.ui.AllDeleteUserTest","UI Tests","tests.ui.AllDeleteUserTest","checkStatusCode204"
"Проверка удаления дома","614","Проверка удаления дома","DiplomaTeam2 RegressionTest","Tue Aug 19 06:56:15 UTC 2025","passed","Tue Aug 19 06:56:15 UTC 2025","tests.api.HouseTest","API Tests","tests.api.HouseTest","deleteHouse"
"Проверка создания дома","651","Проверка создания дома","DiplomaTeam2 RegressionTest","Tue Aug 19 06:56:09 UTC 2025","passed","Tue Aug 19 06:56:09 UTC 2025","tests.api.HouseTest","API Tests","tests.api.HouseTest","createHouse"
"Проверка изменения авто дома","614","Проверка изменения дома","DiplomaTeam2 RegressionTest","Tue Aug 19 06:56:13 UTC 2025","passed","Tue Aug 19 06:56:14 UTC 2025","tests.api.HouseTest","API Tests","tests.api.HouseTest","updateHouse"
"Проверка сообщения, что авто не создан","4528","Негативный тест. Проверка сообщения, что авто не создан","DiplomaTeam2 RegressionTest","Tue Aug 19 06:58:43 UTC 2025","broken","Tue Aug 19 06:58:48 UTC 2025","tests.ui.CarTest","UI Tests","tests.ui.CarTest","createCarNotAllFieldCheck"
"Проверка, что пользователь не может войти в магазин, когда вводит невалидные данные","2298","Проверка, что пользователь не может войти в систему, когда вводит невалидные данные","DiplomaTeam2 RegressionTest","Tue Aug 19 06:56:10 UTC 2025","passed","Tue Aug 19 06:56:12 UTC 2025","tests.ui.LoginTest","UI Tests","tests.ui.LoginTest","checkLoginWithNegativeValue"
"Проверка авто в БД","1473","Проверка создания авто","DiplomaTeam2 RegressionTest","Tue Aug 19 06:56:18 UTC 2025","passed","Tue Aug 19 06:56:19 UTC 2025","tests.jdbc.CarTest","JDBC Tests","tests.jdbc.CarTest","checkCreateCarInDateBase"
"Проверка удаления дома","2646","Проверка удаления дома","DiplomaTeam2 RegressionTest","Tue Aug 19 07:00:02 UTC 2025","broken","Tue Aug 19 07:00:05 UTC 2025","tests.ui.HouseTest","UI Tests","tests.ui.HouseTest","deleteHouse"
"Проверка добавления денег пользователю","626","addMoneyUser","DiplomaTeam2 RegressionTest","Tue Aug 19 06:56:05 UTC 2025","passed","Tue Aug 19 06:56:06 UTC 2025","tests.api.AddMoneyUserTest","API Tests","tests.api.AddMoneyUserTest","addMoneyUser"
"Проверка, что пользователь может войти в систему, когда вводит валидные данные","2264","Проверка, что пользователь может войти в систему, когда вводит валидные данные","DiplomaTeam2 RegressionTest","Tue Aug 19 06:56:07 UTC 2025","passed","Tue Aug 19 06:56:10 UTC 2025","tests.ui.LoginTest","UI Tests","tests.ui.LoginTest","checkLogin"
"Проверка сообщения, что дом создан","2641","Позитивный тест Проверка сообщения, что дом создан","DiplomaTeam2 RegressionTest","Tue Aug 19 06:58:31 UTC 2025","broken","Tue Aug 19 06:58:34 UTC 2025","tests.ui.HouseTest","UI Tests","tests.ui.HouseTest","createHouse"
"Проверка получения токена для авторизации","376","Проверка получения токена для авторизации","DiplomaTeam2 RegressionTest","Tue Aug 19 06:56:05 UTC 2025","passed","Tue Aug 19 06:56:05 UTC 2025","tests.api.AuthorizationTest","API Tests","tests.api.AuthorizationTest","authorization"
"Проверка удаления авто","23120","Проверка удаления авто","DiplomaTeam2 RegressionTest","Tue Aug 19 06:59:30 UTC 2025","broken","Tue Aug 19 06:59:53 UTC 2025","tests.ui.CarTest","UI Tests","tests.ui.CarTest","deleteCar"
"Проверка создания пользователя статус кода 201","2679","checkStatusCode201","DiplomaTeam2 RegressionTest","Tue Aug 19 06:57:11 UTC 2025","broken","Tue Aug 19 06:57:13 UTC 2025","tests.ui.CreateUserTest","UI Tests","tests.ui.CreateUserTest","checkStatusCode201"
"Проверка создания авто","627","Проверка создания авто","DiplomaTeam2 RegressionTest","Tue Aug 19 06:56:08 UTC 2025","passed","Tue Aug 19 06:56:08 UTC 2025","tests.api.CarTest","API Tests","tests.api.CarTest","createCar"
"Проверка, что созданный пользователь находится в таблице","3265","checkIfUserIsInTable","DiplomaTeam2 RegressionTest","Tue Aug 19 06:57:26 UTC 2025","broken","Tue Aug 19 06:57:29 UTC 2025","tests.ui.ReadAllUsersTest","UI Tests","tests.ui.ReadAllUsersTest","checkIfUserIsInTable"
"Проверка изменения авто авто","673","Проверка изменения авто","DiplomaTeam2 RegressionTest","Tue Aug 19 06:56:12 UTC 2025","passed","Tue Aug 19 06:56:12 UTC 2025","tests.api.CarTest","API Tests","tests.api.CarTest","updateCar"
